ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E26035","個人（組合発行者を除く）","","","","","古川　美智子","","フルカワ　ミチコ","名古屋市千種区富士見台１丁目５２番地","個人（組合発行者を除く）",""
"E26037","個人（組合発行者を除く）","","","","","山崎　和也","","ヤマザキ　カズヤ","弘前市上鞘師町１１‐１ＭＡＣ弘前コート７０１","個人（組合発行者を除く）",""
"E26038","外国法人・組合（有価証券報告書等の提出義務者以外）","","","40","","皇冠貿易（香港）有限公司","","クラウンマーカンタイルホンコンリミテッド","香港北角電気道１８３番地ＡＩＡタワー３４階３４０１号室","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26039","個人（組合発行者を除く）","","","","","原島　望泰","","ハラシマ　モチヒロ","千代田区三崎町三丁目１０番５号","個人（組合発行者を除く）",""
"E26042","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","デルタ　ロイド　アセット　マネジメント　エヌ　ベー","","デルタ　ロイド　アセット　マネジメント　エヌ　ベー","オランダ、アムステルダム、１０９６ＢＣ、アムステルプレイン６","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26044","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社ファウンテン","","ユウゲンカイシャファウンテン","神戸市中央区東川崎町一丁目３番３号神戸ハーバーランドセンタービル２０階","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26047","個人（組合発行者を除く）","","","","","村上　太郎","","ムラカミ　タロウ","静岡市駿河区馬渕４丁目１１－１２","個人（組合発行者を除く）",""
"E26050","個人（組合発行者を除く）","","","","","鈴木　雄介","","スズキ　ユウスケ","三浦郡葉山町堀内１９５０－３７","個人（組合発行者を除く）",""
"E26051","個人（組合発行者を除く）","","","","","小出　斉","","コイデ　ヒトシ","目黒区上目黒五丁目１４番４号","個人（組合発行者を除く）",""
"E26054","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社森川企画","","カブシキカイシャモリカワキカク","品川区北品川五丁目１５番７号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26056","個人（組合発行者を除く）","","","","","永野　惠嗣","","ナガノ　ケイジ","世田谷区代田６丁目１５番５号　メゾン・ラ・フォンテーヌ２００","個人（組合発行者を除く）",""
"E26057","内国法人・組合（有価証券報告書等の提出義務者以外）","","","82","","材惣木材株式会社","","ザイソウモクザイカブシキガイシャ","名古屋市中区錦１－１－２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26058","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","オーイーピー・エヌジー・エルエルシー","","オーイーピーエヌジーエルエルシー","アメリカ合衆国　ニューヨーク州　１００２２　ニューヨーク　パーク・アベニュー３２０","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26060","個人（非居住者）（組合発行者を除く）","","","","","厳　健軍","","ゲン　ケングン","中国上海市静安区延平路１２３弄４号１７Ｅ室","個人（非居住者）（組合発行者を除く）",""
"E26061","内国法人・組合","上場","有","3144"," 3月31日","新田ゼラチン株式会社","Nitta Gelatin Inc.","ニッタゼラチンカブシキガイシャ","大阪市浪速区桜川四丁目４番２６号","化学","49770"
"E26062","個人（組合発行者を除く）","","","","","服部　正裕","","ハットリ　マサユキ","名古屋市千種区丘上町１丁目３８番地の１","個人（組合発行者を除く）",""
"E26063","個人（組合発行者を除く）","","","","","水野　泰三","","ミズノ　タイゾウ","名古屋市千種区堀割町１丁目３３","個人（組合発行者を除く）",""
"E26067","個人（組合発行者を除く）","","","","","冨安　徳久","","トミヤス　ノリヒサ","名古屋市中区栄二丁目１２番２６号","個人（組合発行者を除く）",""
"E26068","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2986","","京セラコミュニケーションシステム株式会社","","キョウセラコミュニケーションシステムカブシキガイシャ","伏見区竹田鳥羽殿町６","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26069","個人（組合発行者を除く）","","","","","高橋　藤子","","タカハシ　フジコ","松戸市常盤平６丁目１－５","個人（組合発行者を除く）",""
"E26070","個人（組合発行者を除く）","","","","","深田　馨子","","フカダ　ケイコ","小金井市本町１丁目１５番１５号","個人（組合発行者を除く）",""
"E26071","個人（組合発行者を除く）","","","","","菊池　功","","キクチ　イサオ","八王子市子安町４丁目７番１－１６０９号","個人（組合発行者を除く）",""
"E26073","個人（組合発行者を除く）","","","","","齋藤　恵美子","","サイトウ　エミコ","八王子市椚田町５０８番地１９","個人（組合発行者を除く）",""
"E26075","個人（組合発行者を除く）","","","","","菊池　昭夫","","キクチ　アキオ","日野市日野台４丁目１９番地の９","個人（組合発行者を除く）",""
"E26076","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人古岡奨学会","","コウエキザイダンホウジンフルオカショウガクカイ","品川区西五反田８－３－１３","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26077","外国法人・組合（有価証券報告書等の提出義務者以外）","","","72438","","ＴＴＹ　Ｍａｎａｇｅｍｅｎｔ　Ｂ．Ｖ．","","ティーティーワイ　マネジメント　ビーヴイ","Ｃｌａｕｄｅ　Ｄｅｂｕｓｓｙｌａａｎ　２４，　１０８２ＭＤ　Ａｍｓｔｅｒｄａｍ，Ｎｅｄａｒｌａｎｄ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26078","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4","","ＣＨＩＮＡ　ＬＩＡＮＤＩ　ＥＮＥＲＧＹ　ＲＥＳＯＵＲＣＥＳ　ＥＮＧＩＮＥＥＲＩＮＧ　ＴＥＣＨＮＯＬＯＧＹ　ＬＩＭＩＴＥＤ","","チャイナリアンディエナジーリソースエンジニアリングテクノロジーリミテッド","Ｐ．Ｏ．Ｂｏｘ　９５７，　Ｏｆｆｓｈｏｒｅ　Ｉｎｃｏｒｐｏｒａｔｉｏｎｓ　Ｃｅｎｔｒｅ，　Ｒｏａｄ　Ｔｏｗｎ，","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26079","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社テクノグローバル研究所","","カブシキカイシャテクノグローバルケンキュウショ","港区南麻布二丁目１０番２号シェラン南麻布７階","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E26082","内国法人・組合","上場","有","4119","12月31日","ダブル・スコープ株式会社","W-SCOPE Corporation","ダブルスコープカブシキガイシャ","品川区大崎五丁目１番１１号","電気機器","66190"
"E26083","内国法人・組合（有価証券報告書等の提出義務者以外）","","","12","","株式会社ＫＫＴ","","カブシキカイシャケーケーティー","札幌市南区定山渓温泉東二丁目９８番地１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
