ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E08680","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","青山企業株式会社","","アオヤマキギョウカブシキカイシャ","中央区銀座３－５－８","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08684","外国法人・組合（有価証券報告書等の提出義務者以外）","","","6","","ダノン　アジア　ホールディングス　プライベート　リミテッド","","ダノン　アジア　ホールディングス　プライベート　リミテッド","シンガポール　０４８６２３　＃３２－０１　ラッフルズ・プレイス　５０　シンガポール・ランド・タワー","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08685","個人（組合発行者を除く）","","","","","酒井　政賢","","サカイ　マサヨシ","目黒区八雲４－１－２","個人（組合発行者を除く）",""
"E08687","個人（組合発行者を除く）","","","","","清水　正基","","シミズ　マサキ","江東区富岡１－５－１－９０１","個人（組合発行者を除く）",""
"E08688","個人（組合発行者を除く）","","","","","平野　能章","","ヒラノ　ヨシアキ","福岡市東区大字香椎１３３８－５","個人（組合発行者を除く）",""
"E08699","内国法人・組合（有価証券報告書等の提出義務者以外）","","","51","","株式会社シャルダン","","カブシキガイシャシャルダン","品川区上大崎三丁目１２－２７","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08707","内国法人・組合（有価証券報告書等の提出義務者以外）","","","990","","モルガン・スタンレー・インベストメント・マネジメント株式会社","","モルガンスタンレーインベストメントマネジメントカブシキガイシャ","千代田区大手町１－９－７　大手町フィナンシャルシティ　サウスタワー","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08715","個人（組合発行者を除く）","","","","","榎本　保雄","","エノモト　ヤスオ","上野原市上野原７４７","個人（組合発行者を除く）",""
"E08716","個人（組合発行者を除く）","","","","","野田順弘","","ノダマサヒロ","大田区田園調布三丁目１０番１号","個人（組合発行者を除く）",""
"E08718","個人（組合発行者を除く）","","","","","大林　豁史","","オオバヤシ　ヒロフミ","世田谷区　玉川田園調布２－１４－９","個人（組合発行者を除く）",""
"E08722","個人（組合発行者を除く）","","","","","茂木　眞一","","モギ　シンイチ","墨田区太平４－１－１－４５０４","個人（組合発行者を除く）",""
"E08727","外国法人・組合（有価証券報告書等の提出義務者以外）","","","9826","","アバディーンアセットマネージメントアジアリミテッド","","アバディーンアセットマネージメントアジアリミテッド","２１　チャーチストリート　＃０１－０１　キャピタルスクエア２　シンガポール","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08729","個人（組合発行者を除く）","","","","","川上量生","","カワカミノブオ","港区南麻布５丁目９－８－１０１","個人（組合発行者を除く）",""
"E08734","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1052","","コーズウェイキャピタルマネジメントエルエルシー","","コーズウェイキャピタルマネジメントエルエルシー","アメリカ合衆国、カリフォルニア州　９００２５、ロサンジェルス、サンタモニカ・ブルバード　１１１１１、１５階","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08737","個人（組合発行者を除く）","","","","","濱田博","","ハマダヒロシ","小平市美園町３丁目１４番８号","個人（組合発行者を除く）",""
"E08743","個人（組合発行者を除く）","","","","","白石勝代","","シライシカツヨ","渋谷区上原２－１１－８","個人（組合発行者を除く）",""
"E08754","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社藪内興産","","カブシキガイシャヤブウチコウサン","宝塚市雲雀丘二丁目６番３０号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08765","個人（組合発行者を除く）","","","","","政木喜三郎","","マサキキサブロウ","台東区東上野２－１０－１","個人（組合発行者を除く）",""
"E08769","個人（組合発行者を除く）","","","","","小林　眞","","コバヤシ　マコト","福井市大和田町第４１号１１番地の３","個人（組合発行者を除く）",""
"E08770","内国法人・組合（有価証券報告書等の提出義務者以外）","","","192900","","シティグループ証券株式会社","","シティグループショウケンカブシキガイシャ","千代田区丸の内１－５－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08773","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","黒田ホールディングス株式会社","","クロダホールディングスカブシキガイシャ","港区東新橋１－１０－２－３５０８","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08774","個人（組合発行者を除く）","","","","","長妻　和男","","ナガツマ　カズオ","柏市北柏１丁目１番地","個人（組合発行者を除く）",""
"E08775","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","有限会社和幸興産","","ユウゲンガイシャワコウコウサン","柏市北柏１丁目１番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08778","個人（組合発行者を除く）","","","","","林　尚道","","ハヤシ　ナオミチ","渋谷区猿楽町１５番９号　代官山シティハウス３０５号","個人（組合発行者を除く）",""
"E08782","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1141","","有限会社ホシ・クリエート","","ユウゲンガイシャホシクリエート","港区高輪一丁目２７番３７号　高輪ザ・レジデンス１２０１号室","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08788","個人（組合発行者を除く）","","","","","塚本清人","","ツカモトキヨト","小松市軽海町ヲ４４番地","個人（組合発行者を除く）",""
"E08793","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","鈴与保険サービス株式会社","","スズヨホケンサービスカブシキガイシャ","静岡市清水区入船町１１－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08801","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社ウェルホールディングス","","カブシキガイシャウェルホールディングス","福岡市中央区天神二丁目１４番８号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08802","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ワイエムシィ","","カブシキカイシャワイエムシィ","京都市下京区五条通烏丸西入醍醐町２８４番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08804","内国法人・組合（有価証券報告書等の提出義務者以外）","","","7500","","日本ポリエチレン株式会社","","ニホンポリエチレンカブシキガイシヤ","千代田区区丸の内一丁目１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08805","個人（組合発行者を除く）","","","","","関　周","","セキ　シュウ","港区元麻布２－５－２－３０１","個人（組合発行者を除く）",""
"E08823","個人（組合発行者を除く）","","","","","井　康彦","","イ　ヤスヒコ","福岡市中央区薬院４－５－２３－５０１","個人（組合発行者を除く）",""
"E08827","外国法人・組合（有価証券報告書等の提出義務者以外）","","","160","","ダルトン・インベストメンツ・エルエルシー","","ダルトンインベストメンツエルエルシー","米国カリフォルニア州９０４０４、サンタモニカ市、クロバーフィールド・ブルヴァード１６０１、スイート５０５０Ｎ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08833","個人（組合発行者を除く）","","","","","福島慎介","","フクシマシンスケ","川崎市宮前区鷺沼一丁目１６番地８","個人（組合発行者を除く）",""
"E08836","個人（組合発行者を除く）","","","","","森明信","","モリアキノブ","大阪狭山市池尻自由丘１丁目６番６号","個人（組合発行者を除く）",""
"E08843","個人（組合発行者を除く）","","","","","石原　司郎","","イシハラ　シロウ","名古屋市昭和区折戸町三丁目３番地の２３","個人（組合発行者を除く）",""
"E08844","個人（組合発行者を除く）","","","","","石原　卓児","","イシハラ　タクジ","名古屋市昭和区川名山町８９番地の１","個人（組合発行者を除く）",""
"E08845","個人（組合発行者を除く）","","","","","石原　佳代子","","イシハラ　カヨコ","名古屋市昭和区川名山町９０番地の１","個人（組合発行者を除く）",""
"E08846","個人（組合発行者を除く）","","","","","島澤　吉正","","シマザワ　ヨシマサ","名古屋市瑞穂区玉水町一丁目８番地２","個人（組合発行者を除く）",""
"E08851","個人（組合発行者を除く）","","","","","大島　一成","","オオシマ　カズナリ","中野区東中野１－１４－２０","個人（組合発行者を除く）",""
"E08854","内国法人・組合（有価証券報告書等の提出義務者以外）","","","76","","有限会社ハナザワ・コーサン","","ユウゲンガイシャハナザワコーサン","練馬区北町８－１５－２２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08857","個人（組合発行者を除く）","","","","","鈴木　満寿世","","スズキ　マスヨ","川越市吉田新町２－３－１４","個人（組合発行者を除く）",""
"E08864","個人（組合発行者を除く）","","","","","寺西　太一","","テラニシ　タイチ","東大阪市上石切町１－２－３４","個人（組合発行者を除く）",""
"E08866","個人（組合発行者を除く）","","","","","橋本　康弘","","ハシモト　ヤスヒロ","東大阪市小阪３丁目５－８第一ガーデンハイツ１００２","個人（組合発行者を除く）",""
"E08870","個人（組合発行者を除く）","","","","","石田　敬輔","","イシダ　ケイスケ","京都市北区西賀茂鹿ノ下町６３番地","個人（組合発行者を除く）",""
"E08875","個人（組合発行者を除く）","","","","","三宅孝彦","","ミヤケタカヒコ","渋谷区広尾４丁目１番１７－４０４号","個人（組合発行者を除く）",""
"E08876","個人（非居住者）（組合発行者を除く）","","","","","三宅理子","","ミヤケサトコ","９５チャールズストリート＃２　ニューヨーク、ニューヨーク１００１４","個人（非居住者）（組合発行者を除く）",""
"E08880","個人（組合発行者を除く）","","","","","大久保　仁雄","","オオクボ　キミオ","横浜市都筑区あゆみが丘１５番１２号","個人（組合発行者を除く）",""
"E08888","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3000","","旭化成ケミカルズ株式会社","","アサヒカセイケミカルズカブシキガイシヤ","千代田区神田神保町一丁目１０５番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08889","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3000","","旭化成ファーマ株式会社","","アサヒカセイフアーマカブシキガイシヤ","千代田区神田神保町一丁目１０５番地","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08895","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3000","","旭化成せんい株式会社","","アサヒカセイセンイカブシキガイシヤ","大阪市北区中之島三丁目３番２３号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08901","内国法人・組合（有価証券報告書等の提出義務者以外）","","","205","","南海興産株式会社","","ナンカイコウサンカブシキガイシャ","高松市常磐町二丁目１３番地４","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08902","個人（組合発行者を除く）","","","","","金子毅","","カネコツヨシ","さいたま市浦和区上木崎３－１－３６","個人（組合発行者を除く）",""
"E08906","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2941","","日本ポリケム株式会社","","ニホンポリケムカブシキガイシヤ","千代田区丸の内一丁目１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08911","個人（組合発行者を除く）","","","","","江川　滉二","","エガワ　コウジ","世田谷区上用賀三丁目１番１１号","個人（組合発行者を除く）",""
"E08912","外国法人・組合（有価証券報告書等の提出義務者以外）","","","880","","テンプルトン・アセット・マネジメント・リミテッド","","テンプルトンアセットマネジメントリミテッド","シンガポール共和国０３８９８７、サンテック・タワー・ワン＃３８－０３、テマセク・ブルヴァール７","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08914","個人（組合発行者を除く）","","","","","重里欣孝","","シゲサト　ヨシタカ","大阪市阿倍野区北畠１－６－３２","個人（組合発行者を除く）",""
"E08919","個人（組合発行者を除く）","","","","","依田　平","","ヨダ　タイラ","摂津市鳥飼下一丁目１９番４号","個人（組合発行者を除く）",""
"E08922","内国法人・組合（有価証券報告書等の提出義務者以外）","","","68","","丸糸殖産株式会社","","マルイトショクサンカブシキガイシャ","大阪市浪速区湊町１丁目２番３号　マルイト難波ビル","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08923","内国法人・組合（有価証券報告書等の提出義務者以外）","","","384","","マルイト株式会社","","マルイトカブシキガイシャ","大阪市浪速区湊町１丁目２番３号　マルイト難波ビル","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08932","個人（組合発行者を除く）","","","","","富山　睦浩","","トミヤマ　ムツヒロ","札幌市北区太平３条４丁目１番１号","個人（組合発行者を除く）",""
"E08936","個人（組合発行者を除く）","","","","","角田　雄二","","ツノダ　ユウジ","三浦郡葉山町堀内１０２６番地の２　森戸マンション２０２","個人（組合発行者を除く）",""
"E08938","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","有限会社ビーケーファイナンス","","ユウゲンカイシャ　ビーケーファイナンス","北区赤羽１－４０－２","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08939","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","スプラウスグローブ・インベストメント・マネジメント・リミテッド","","スプラウスグローブ　インベストメント　マネジメント　リミテッド","カナダ国オンタリオ州トロント１８１ユニバーシティアベニュー１３００号","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08946","個人（組合発行者を除く）","","","","","森　正督","","モリ　マサトク","世田谷区代田６丁目１５－８　Ｍ　ハウス１０１","個人（組合発行者を除く）",""
"E08947","個人（組合発行者を除く）","","","","","鈴木　陸三","","スズキ　リクゾウ","港区元麻布１丁目２－１２－８０２","個人（組合発行者を除く）",""
"E08949","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社第一マネージメント","","カブシキガイシャダイイチマネージメント","北九州市小倉北区黒原二丁目３７番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08950","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","ザ・エスエフピー・バリュー・リアライゼーション・マスター・ファンド・リミテッド","","ザエスエフピーバリューリアライゼーションマスターファンドリミテッド","ケイマン諸島、グランドケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ユグランド・ハウス","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08953","個人（組合発行者を除く）","","","","","大友啓行","","オオトモヒロユキ","武蔵野市吉祥寺北町１丁目８番４号","個人（組合発行者を除く）",""
"E08956","個人（組合発行者を除く）","","","","","武井　健晃","","タケイ　タケテル","杉並区高井戸西２丁目１１番２０号","個人（組合発行者を除く）",""
"E08957","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2000","","三井住友アセットマネジメント株式会社","","ミツイスミトモアセットマネジメントカブシキガイシャ","港区愛宕二丁目５番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08962","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人西村奨学財団","","コウエキザイダンホウジンニシムラショウガクザイダン","大阪市中央区十二軒町５番１２号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08964","個人（組合発行者を除く）","","","","","高野　研","","タカノ　ケン","新宿区河田町３－５１－１７０３","個人（組合発行者を除く）",""
"E08965","個人（組合発行者を除く）","","","","","竹中　正雄","","タケナカ　マサオ","三浦郡葉山町堀内１４６０","個人（組合発行者を除く）",""
"E08967","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","エムエイチ　キャピタル　デベロップメント　エル　ティー　ディー","","エムエイチ　キャピタル　デベロップメント　エル　ティー　ディー","シーオー　ウォーカーズ　エスピーヴィ　リミテッド　ピーオーボックス９０８ジーティ，","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08969","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社富士総研","","カブシキカイシャフジソウケン","大阪市天王寺区筆ヶ崎町２番５０－６０５号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08971","個人（組合発行者を除く）","","","","","村田吉優","","ムラタヨシマサ","大阪市天王寺区上本町９丁目４番５－６０３号","個人（組合発行者を除く）",""
"E08976","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ケーエム商事","","カブシキガイシャケーエムショウジ","横浜市西区北幸二丁目５－１５　日総第三ビル","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08978","個人（組合発行者を除く）","","","","","黒土　始","","クロツチ　ハジメ","北九州市小倉北区足立二丁目７番１７号","個人（組合発行者を除く）",""
"E08986","外国法人・組合（有価証券報告書等の提出義務者以外）","","","287","","ベリサイン　インク","","ベリサイン　インク","アメリカ合衆国カリフォルニア州、マウンテンビュー、ミドルフィールド・ロード４８７Ｅ","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08988","個人（組合発行者を除く）","","","","","井上敬策","","イノウエケイサク","豊中市西泉丘２丁目２４３８－１　緑地Ⅱ－Ａ－６０４","個人（組合発行者を除く）",""
"E08989","個人（組合発行者を除く）","","","","","井上　雄策","","イノウエ　ユウサク","大阪市北区与力町２番１６―２６０３","個人（組合発行者を除く）",""
"E08991","個人（組合発行者を除く）","","","","","太田　榮","","オオタ　サカエ","札幌市南区澄川４条１丁目１番３４－４０１号","個人（組合発行者を除く）",""
"E08993","個人（組合発行者を除く）","","","","","江守　康昌","","エモリ　ヤスマサ","福井市宝永２丁目１番３０号","個人（組合発行者を除く）",""
"E08996","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","合同会社イーエム・プランニング","","ゴウドウカイシャ　イーエムプランニング","渋谷区神南１－２０－９","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E08998","個人（組合発行者を除く）","","","","","寺町彰博","","テラマチアキヒロ","世田谷区東玉川２丁目３４番８号","個人（組合発行者を除く）",""
"E09004","内国法人・組合（有価証券報告書等の提出義務者以外）","","","9500","","株式会社博報堂ＤＹメディアパートナーズ","","カブシキガイシャハクホウドウデイワイメディアパートナーズ","港区赤坂５－３－１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09006","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","エムエイチ　キャピタル　デベロップメント　ツー　エルティーディー","","エムエイチ　キャピタル　デベロップメント　ツー　エルティーディー","シーオー　ウォーカーズ　エスピーヴィ　リミテッド　ピーオーボックス９０８ジーティー，","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09008","個人（組合発行者を除く）","","","","","髙橋　学","","タカハシ　マナブ","川口市本町４丁目４番１２－２２０２号","個人（組合発行者を除く）",""
"E09012","個人（組合発行者を除く）","","","","","樽見茂","","タルミシゲル","越谷市弥栄町３－５２－１８","個人（組合発行者を除く）",""
"E09016","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","コンセーユ・ティ・アイ株式会社","","コンセーユティアイカブシキガイシャ","中央区勝どき六丁目３番２－４８０９号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09022","個人（組合発行者を除く）","","","","","荻原　郁夫","","オギハラ　イクオ","渋谷区神山町２０番４６号グランドメゾン松濤２０４","個人（組合発行者を除く）",""
"E09028","個人（組合発行者を除く）","","","","","渡邉信義","","ワタナベノブヨシ","昭島市朝日町１丁目７番１３－５０４号","個人（組合発行者を除く）",""
"E09037","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社ウィズ・パートナーズ","","カブシキガイシャウィズパートナーズ","港区愛宕２丁目５番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09042","個人（組合発行者を除く）","","","","","新井誠一","","アライセイイチ","春日部市中央５丁目９番地１０","個人（組合発行者を除く）",""
"E09045","個人（組合発行者を除く）","","","","","大久保秀夫","","オオクボヒデオ","世田谷区成城４－５－１","個人（組合発行者を除く）",""
"E09048","個人（組合発行者を除く）","","","","","若山　陽一","","ワカヤマ　ヨウイチ","渋谷区鶯谷町１３－１－Ｈ１０１","個人（組合発行者を除く）",""
"E09050","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","マサチューセッツ・ファイナンシャル・サービセズ・カンパニー","","マサチューセッツ　ファイナンシャル　サービセズ　カンパニー","アメリカ合衆国、マサチューセッツ州、ボストン、ハンティントンアベニュー１１１","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09052","個人（組合発行者を除く）","","","","","吉井　唯","","ヨシイユイ","松阪市外五曲町１３４番地４","個人（組合発行者を除く）",""
"E09056","個人（組合発行者を除く）","","","","","鎌田正彦","","カマタマサヒコ","大田区山王四丁目３番７号","個人（組合発行者を除く）",""
"E09058","個人（組合発行者を除く）","","","","","田原　秀晃","","タハラ　ヒデアキ","目黒区自由が丘３－１４－９","個人（組合発行者を除く）",""
"E09059","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","ＵＢＳセキュリティーズ・ジャパン・リミテッド東京支店","","ユービーエスセキュリティーズジャパンリミテッドトウキョウシテン","千代田区大手町１丁目５番１号　大手町ファーストスクエア　イーストタワー","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09060","個人（組合発行者を除く）","","","","","深町勝義","","フカマチカツヨシ","北九州市小倉北区足立三丁目１０番２４号","個人（組合発行者を除く）",""
"E09061","個人（組合発行者を除く）","","","","","深町正","","フカマチタダシ","北九州市小倉北区富野台１２番３号","個人（組合発行者を除く）",""
"E09062","個人（組合発行者を除く）","","","","","細川益男","","ホソカワマスオ","豊中市上野東３丁目１１番３号","個人（組合発行者を除く）",""
"E09065","個人（組合発行者を除く）","","","","","髙野時丸","","タカノトキマル","下関市前田２丁目２７番３３号","個人（組合発行者を除く）",""
"E09070","個人（組合発行者を除く）","","","","","江尻義久","","エジリヨシヒサ","いわき市中央台飯野４－１８－８","個人（組合発行者を除く）",""
"E09071","個人（組合発行者を除く）","","","","","江尻英介","","エジリエイスケ","いわき市中央台飯野２－２９－２","個人（組合発行者を除く）",""
"E09072","個人（組合発行者を除く）","","","","","中平　晃","","ナカヒラ　アキラ","芦屋市陽光町７番１－６１５号","個人（組合発行者を除く）",""
"E09074","個人（組合発行者を除く）","","","","","郡山　龍","","コオリヤマ　リュウ","新宿区戸山一丁目１７－６","個人（組合発行者を除く）",""
"E09080","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","ＫＥＮＺＯグループ株式会社","","ケンゾーグループカブシキガイシャ","港区六本木６丁目１０番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09082","個人（組合発行者を除く）","","","","","岡本　　毅","","オカモト　ツヨシ","文京区弥生２丁目１６－２","個人（組合発行者を除く）",""
"E09083","個人（組合発行者を除く）","","","","","土屋　公三","","ツチヤ　コウゾウ","札幌市中央区南１０条西２３丁目２番１５号","個人（組合発行者を除く）",""
"E09085","個人（組合発行者を除く）","","","","","松谷　昌樹","","マツタニ　マサキ","横浜市神奈川区金港町１‐１１‐４１０３","個人（組合発行者を除く）",""
"E09086","個人（組合発行者を除く）","","","","","渡壁　謙二","","ワタカベ　ケンジ","横浜市中区山下町７５－３－６０３","個人（組合発行者を除く）",""
"E09096","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2435","","ブラックロック・ジャパン株式会社","","ブラックロックジャパンカブシキガイシャ","千代田区丸の内一丁目８番３号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09105","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","株式会社南悠商社","","カブシキガイシャナンユウショウシャ","港区虎ノ門四丁目１‐３５","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09106","外国法人・組合（有価証券報告書等の提出義務者以外）","","","287267","","ドイツ銀行ロンドン支店","","ドイツギンコウロンドンシテン","イギリス　ロンドン　グレート・ウィンチェスター・ストリート　１　ウィンチェスターハウス","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09108","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","ヤワタビル株式会社","","ヤワタビルカブシキガイシャ","台東区上野一丁目４番８号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09109","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","銀行等保有株式取得機構","","ギンコウトウホユウカブシキシュトクキコウ","中央区新川二丁目２８番１号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09111","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ベイリー・ギフォード・アンド・カンパニー","","ベイリーギフォードアンドカンパニー","カルトン・スクエア、１グリーンサイド・ロウ、エジンバラＥＨ１　３ＡＮ　スコットランド","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09118","個人（組合発行者を除く）","","","","","増本　武司","","マスモト　タケシ","港区白金２丁目７番４１－４０５号","個人（組合発行者を除く）",""
"E09121","個人（組合発行者を除く）","","","","","川瀬　公","","カワセ　イサオ","名古屋市千種区徳川山町２－５－１０","個人（組合発行者を除く）",""
"E09122","個人（組合発行者を除く）","","","","","山内　英房","","ヤマウチ　ヒデフサ","塩釜市新浜町一丁目２６番１２号","個人（組合発行者を除く）",""
"E09138","個人（組合発行者を除く）","","","","","杉本　哲哉","","スギモト　テツヤ","港区南麻布四丁目９番３４－３０１","個人（組合発行者を除く）",""
"E09144","個人（組合発行者を除く）","","","","","佐々木　英輔","","ササキ　エイスケ","仙台市太白区八木山南一丁目６番地の１２","個人（組合発行者を除く）",""
"E09146","個人（組合発行者を除く）","","","","","村山好弘","","ムラヤマヨシヒロ","文京区本郷１丁目２７番８号１１０５","個人（組合発行者を除く）",""
"E09147","個人（組合発行者を除く）","","","","","沓名　俊裕","","クツナ　トシヒロ","安城市和泉町上之切１６番地２","個人（組合発行者を除く）",""
"E09154","個人（組合発行者を除く）","","","","","山澤　進","","ヤマザワ　ススム","山形市緑町二丁目８番３１号","個人（組合発行者を除く）",""
"E09162","個人（組合発行者を除く）","","","","","清川　和彦","","キヨカワ　カズヒコ","鹿児島市錦江台２丁目３２番１号","個人（組合発行者を除く）",""
"E09164","個人（組合発行者を除く）","","","","","須田　忠雄","","スダ　タダオ","桐生市広沢町五丁目４７３７－１","個人（組合発行者を除く）",""
"E09165","個人（組合発行者を除く）","","","","","須田　力","","スダ　チカラ","桐生市新里町山上７４４番地４","個人（組合発行者を除く）",""
"E09166","個人（組合発行者を除く）","","","","","須田　竜合","","スダ　リュウゴ","桐生市相生町４丁目１０４番地の３","個人（組合発行者を除く）",""
"E09169","個人（組合発行者を除く）","","","","","山本久雄","","ヤマモトヒサオ","横浜市青葉区つつじが丘２０番地８","個人（組合発行者を除く）",""
"E09177","個人（組合発行者を除く）","","","","","鉢嶺　登","","ハチミネ　ノボル","世田谷区上野毛４丁目４番１７－１２０号","個人（組合発行者を除く）",""
"E09183","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","タイヨウ・ファンド・マネッジメント・カンパニー・エルエルシー","","タイヨウファンドマネッジメントカンパニーエルエルシー","アメリカ合衆国、ワシントン州９８０３３、カークランド、キャリロンポイント５３００","外国法人・組合（有価証券報告書等の提出義務者以外）",""
"E09188","個人（組合発行者を除く）","","","","","宗政　伸一","","ムネマサ　シンイチ","福岡市南区若久６丁目７１番３２号","個人（組合発行者を除く）",""
"E09203","個人（組合発行者を除く）","","","","","松田　邦子","","マツダ　クニコ","中野区東中野１丁目１１番３１号","個人（組合発行者を除く）",""
"E09204","個人（組合発行者を除く）","","","","","室　義一郎","","ムロ　ギイチロウ","宇都宮市峰町２６７番地１","個人（組合発行者を除く）",""
"E09205","個人（組合発行者を除く）","","","","","山口誠一郎","","ヤマグチセイイチロウ","渋谷区上原２丁目２２番２６号　グランドヒルズ代々木上原１０３号","個人（組合発行者を除く）",""
"E09210","個人（非居住者）（組合発行者を除く）","","","","","スティーブン・エー・ロス","","スティーブンエーロス","アメリカ合衆国オレゴン州９７２１９、ポートランド、アイロン・マウンテン通り、エス・ダブリュー、１３３６３番","個人（非居住者）（組合発行者を除く）",""
"E09213","個人（非居住者）（組合発行者を除く）","","","","","チャールズ・ピー・トッピーノ","","チャールズ　ピー　トッピーノ","米国カリフォルニア州　９０２１０　ビバリーヒルズ　オークパスロード　９５４０","個人（非居住者）（組合発行者を除く）",""
"E09218","個人（組合発行者を除く）","","","","","白木政宏","","シラキマサヒロ","堺市西区浜寺石津町東２丁１０番１３号","個人（組合発行者を除く）",""
"E09223","個人（組合発行者を除く）","","","","","金山　精三郎","","カナヤマ　セイザブロウ","新宿区西落合３－１１－６","個人（組合発行者を除く）",""
"E09224","個人（組合発行者を除く）","","","","","石田　誠","","イシダ　マコト","横浜市青葉区市ヶ尾町４８４番地８","個人（組合発行者を除く）",""
